INST,OUTPUT
Le joueur doit associer chaque élément chimique à son symbole correspondant en un temps limité (MD) et résoudre des énigmes basées sur les propriétés des éléments pour progresser dans le jeu (MS).,"MC1 : Le joueur se retrouve dans un laboratoire mystérieux rempli de flacons contenant des éléments chimiques. Chaque flacon est étiqueté avec le nom de l'élément, mais le joueur doit associer rapidement chaque élément à son symbole chimique correspondant. S'il réussit, il débloque des indices cruciaux pour résoudre les énigmes et avancer dans sa quête. En cas d'erreur, il risque de se retrouver face à des obstacles insurmontables qui retarderont sa progression.
MC2 : Le joueur se trouve face à un coffre-fort électronique protégé par un code basé sur les symboles des éléments chimiques. Pour ouvrir le coffre et obtenir le trésor caché à l'intérieur, le joueur doit résoudre des énigmes qui font appel à ses connaissances en chimie. Chaque bonne réponse le rapproche un peu plus de la solution, tandis que chaque erreur le ralentit dans sa quête. Seul un esprit vif et une compréhension profonde des propriétés des éléments lui permettront de réussir.
MC3 : Le joueur se retrouve piégé dans un labyrinthe complexe où chaque intersection est marquée d'un symbole chimique différent. Pour trouver la sortie et échapper au labyrinthe, le joueur doit utiliser ses connaissances en chimie pour déterminer le chemin à suivre. Chaque bon choix le rapproche de la liberté, mais chaque mauvaise décision le conduit vers des impasses et des pièges mortels. Seul celui qui sait associer rapidement les éléments à leurs symboles pourra s'échapper et survivre."
Le joueur doit identifier les métiers de l'avenir en associant chaque métier à sa description correspondante.,"MC1 : Le joueur se retrouve dans une salle remplie de portraits de personnes exerçant différents métiers. Chaque portrait est accompagné d'une brève description du métier en question. Pour avancer dans sa quête, le joueur doit associer correctement chaque métier à sa description correspondante. S'il réussit, il débloquera un passage secret menant à de précieux indices pour la suite de son aventure. En cas d'erreur, il devra affronter un obstacle supplémentaire avant de pouvoir continuer.

MC2 : Le joueur se trouve devant un écran holographique affichant une liste de métiers potentiels pour l'avenir. Chaque métier est accompagné d'une série de caractéristiques et de compétences requises. Pour progresser, le joueur doit faire correspondre chaque métier aux bonnes compétences et caractéristiques. S'il parvient à faire les associations correctes, il débloquera des informations cruciales pour la suite de sa mission. En revanche, s'il se trompe, il devra affronter un défi supplémentaire pour obtenir les réponses recherchées.

MC3 : Le joueur se retrouve face à un tableau interactif affichant des énigmes liées à différents métiers de l'avenir. Chaque énigme met en avant une particularité ou une tendance spécifique à un métier en particulier. Pour avancer, le joueur doit résoudre chaque énigme et associer le métier correspondant à la solution trouvée. En cas de succès, il obtiendra des indices précieux pour la suite de sa quête. En cas d'échec, il devra affronter des obstacles supplémentaires avant de pouvoir continuer son exploration."
Le joueur doit identifier le pays correspondant à une tradition culturelle donnée (MD) et résoudre un puzzle basé sur des éléments culturels de ce pays pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve face à un puzzle complexe composé d'éléments culturels d'un pays spécifique. Pour avancer dans le jeu, il doit identifier le pays correspondant à une tradition culturelle donnée. Une fois qu'il a trouvé la bonne réponse, il pourra résoudre le puzzle et débloquer de nouvelles possibilités pour progresser dans l'aventure.
MC2 : En explorant une région mystérieuse, le joueur découvre un artefact énigmatique lié à la culture d'un pays lointain. Pour percer les secrets de cet artefact et avancer dans le jeu, il doit d'abord identifier le pays auquel il est associé en se basant sur des indices subtils. Une fois qu'il a résolu cette énigme culturelle, il pourra résoudre le puzzle et débloquer des récompenses précieuses.
MC3 : Sur son chemin, le joueur rencontre un personnage énigmatique qui lui propose de résoudre un puzzle basé sur des éléments culturels d'un pays inconnu. Pour progresser dans l'aventure, le joueur doit d'abord identifier le pays correspondant à ces éléments culturels. Une fois qu'il a réussi cette étape, il pourra résoudre le puzzle et débloquer un passage secret vers de nouveaux défis passionnants."
Le joueur doit identifier les différents types de volcans et séismes (MD) en répondant à des questions sur les caractéristiques de chaque phénomène naturel (MS).,"MC1 : Le joueur se retrouve dans un laboratoire scientifique où des écrans affichent des images de volcans et de séismes. Pour progresser, il doit répondre à des questions sur les caractéristiques de chaque phénomène naturel. Par exemple, il pourrait être confronté à une image de l'éruption d'un volcan et devoir identifier le type de volcan en fonction de ses caractéristiques. Chaque bonne réponse le rapproche de la sortie du laboratoire, tandis que chaque erreur le ralentit dans sa progression.
MC2 : Le joueur se trouve au sommet d'une montagne enneigée, mais un séisme soudain secoue le sol sous ses pieds. Pour survivre, il doit identifier les différents types de séismes et prendre les bonnes décisions pour se mettre en sécurité. Par exemple, il pourrait devoir choisir entre se réfugier dans une grotte ou rester à découvert en fonction du type de séisme qui se produit. Chaque choix correct le rapproche de la sécurité, mais chaque mauvaise décision le met en danger.
MC3 : Le joueur se retrouve sur une île volcanique où des éruptions se produisent régulièrement. Pour éviter d'être pris au piège par une éruption, il doit être capable d'identifier les signes avant-coureurs d'une éruption imminente. Par exemple, il pourrait devoir observer des changements dans le comportement des animaux ou des variations dans la température de l'eau pour prédire une éruption. Chaque prédiction correcte lui permet de se mettre à l'abri, mais chaque erreur le met en danger face à la colère du volcan."
Le joueur doit identifier les différentes étoiles et constellations dans le ciel nocturne (MD) et résoudre des énigmes basées sur ces éléments pour progresser dans le jeu (MS).,"MC1 : Le joueur se retrouve dans une forêt sombre et mystérieuse, où des étoiles brillent au-dessus de sa tête. Pour avancer, il doit identifier les différentes constellations et étoiles dans le ciel nocturne en résolvant des énigmes basées sur ces éléments. Chaque énigme résolue lui permettra de débloquer un chemin vers de nouveaux défis passionnants.
MC2 : Le joueur se trouve face à un ancien temple caché, orné de symboles célestes. Pour pénétrer à l'intérieur et découvrir ses secrets, il doit décoder les énigmes liées aux étoiles et constellations présentes dans le ciel nocturne. Chaque énigme résolue le rapprochera un peu plus de la vérité cachée derrière les mystères du temple.
MC3 : Une éclipse solaire menace de plonger le monde dans les ténèbres éternelles, à moins que le joueur ne parvienne à résoudre les énigmes liées aux étoiles et constellations. En utilisant ses connaissances du ciel nocturne, il pourra déjouer les plans maléfiques de l'éclipse et sauver le monde de son destin funeste. Chaque énigme résolue le rapprochera un peu plus de la victoire finale."
Le joueur doit identifier les symboles et les pratiques associés à différentes religions (MD) et résoudre des énigmes basées sur ces connaissances pour progresser dans le jeu (MS).,"MC1 : Le joueur se retrouve dans un temple ancien, rempli de symboles mystérieux provenant de différentes religions. Pour avancer, il doit décoder ces symboles et identifier à quelle religion ils appartiennent. En résolvant ces énigmes, le joueur débloque des passages secrets et découvre des trésors cachés qui l'aideront dans sa quête.

MC2 : Le joueur se trouve face à un puzzle complexe, composé de symboles religieux variés. Pour résoudre ce puzzle et progresser dans le jeu, le joueur doit associer chaque symbole à sa religion correspondante. En faisant preuve de logique et de connaissances religieuses, le joueur pourra déverrouiller de nouvelles zones et accéder à des récompenses spéciales.

MC3 : Le joueur est confronté à un gardien énigmatique qui lui pose des énigmes basées sur les pratiques et croyances religieuses. Pour passer cette épreuve, le joueur doit répondre correctement à ces énigmes en utilisant ses connaissances sur les différentes religions. Chaque bonne réponse rapproche le joueur de son objectif final, tandis que chaque erreur le ralentit dans sa progression."
Le joueur doit identifier les droits de l'enfant (MD) en répondant à des questions sur ces droits pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve face à une série de portes verrouillées, chacune affichant un droit de l'enfant différent. Pour ouvrir ces portes et progresser dans le jeu, le joueur doit répondre correctement à des questions sur ces droits. Chaque bonne réponse lui permettra de passer à la porte suivante, tandis qu'une réponse incorrecte le maintiendra bloqué jusqu'à ce qu'il trouve la solution.
MC2 : Le joueur se trouve confronté à un puzzle complexe, composé de pièces représentant les différents droits de l'enfant. Pour résoudre ce puzzle et avancer dans le jeu, le joueur doit associer chaque droit à sa description correspondante. En cas de succès, le puzzle se complétera et débloquera un passage vers la prochaine étape. En revanche, en cas d'erreur, le joueur devra revoir ses connaissances sur les droits de l'enfant pour progresser.
MC3 : Le joueur est confronté à un dilemme moral impliquant les droits de l'enfant. Pour résoudre cette situation délicate et avancer dans le jeu, le joueur doit prendre des décisions éclairées en se basant sur ses connaissances des droits de l'enfant. Chaque choix influencera le déroulement de l'histoire et les récompenses obtenues. En faisant preuve de compréhension et de sensibilité par rapport à ces droits, le joueur pourra surmonter les obstacles et atteindre ses objectifs."
Le joueur doit identifier le nom d'un artiste célèbre en regardant une œuvre d'art (MD) et répondre à une question sur la période artistique à laquelle appartient l'œuvre (MS).,"MC1 : Le joueur se retrouve dans une galerie d'art virtuelle, face à une peinture mystérieuse. Pour avancer dans son exploration, il doit non seulement identifier l'artiste derrière l'œuvre, mais aussi répondre à une question sur la période artistique à laquelle elle appartient. En cas de bonne réponse, il débloque des indices précieux pour la suite de son aventure. En revanche, s'il se trompe, il risque de se perdre dans les méandres de l'histoire de l'art.
MC2 : Le joueur se trouve devant une sculpture énigmatique, dont l'auteur est inconnu. Pour percer le mystère qui entoure cette œuvre, il doit non seulement deviner le nom de l'artiste, mais aussi répondre à une question sur la période artistique à laquelle elle se rattache. En cas de succès, il débloque des informations cruciales pour avancer dans sa quête. En cas d'échec, il risque de passer à côté de précieuses connaissances sur l'histoire de l'art.
MC3 : Le joueur est confronté à un tableau abstrait, dont l'auteur est un véritable mystère. Pour résoudre cette énigme artistique, il doit non seulement identifier l'artiste derrière l'œuvre, mais aussi répondre à une question sur la période artistique à laquelle elle appartient. En cas de réponse correcte, il débloque des bonus pour progresser dans sa mission. En cas d'erreur, il risque de rester bloqué face à ce tableau énigmatique, incapable de poursuivre son exploration."
Le joueur doit identifier les ressources naturelles présentes dans une image (MD) et les classer en fonction de leur utilisation (MS).,"MC1 : Le joueur se retrouve dans une forêt luxuriante, où il doit identifier les différentes ressources naturelles présentes dans l'image. Pour progresser, il doit ensuite les classer en fonction de leur utilisation : bois pour la construction, eau pour l'irrigation, etc. S'il parvient à effectuer cette tâche avec succès, il pourra obtenir des indices précieux pour la suite de son aventure. En revanche, s'il se trompe dans sa classification, il risque de manquer des opportunités importantes.

MC2 : Le joueur se trouve sur une île déserte, où il doit reconnaître les ressources naturelles représentées dans une image. Une fois identifiées, il doit les classer en fonction de leur utilisation potentielle pour sa survie : eau pour se désaltérer, fruits pour se nourrir, etc. S'il parvient à effectuer cette tâche correctement, il pourra obtenir des outils et des objets utiles pour explorer l'île. En cas d'erreur, il risque de passer à côté de ressources vitales et de compromettre sa chance de s'échapper.

MC3 : Le joueur se retrouve dans un environnement urbain, où il doit repérer les ressources naturelles cachées dans une image. Une fois identifiées, il doit les classer en fonction de leur utilisation dans la vie quotidienne : électricité pour l'éclairage, eau pour la consommation, etc. S'il réussit cette tâche, il pourra débloquer des bonus et des récompenses pour améliorer son expérience de jeu. En revanche, s'il se trompe dans sa classification, il risque de rencontrer des obstacles supplémentaires sur son chemin."
Le joueur doit comprendre les différents systèmes politiques (MD) en choisissant le système politique le plus adapté à une situation donnée dans un mini-scénario (MS).,"MC1 : Le joueur se retrouve au cœur d'une cité en proie à des troubles politiques. Deux factions rivales s'affrontent pour le contrôle de la ville, chacune prônant un système politique différent. Pour progresser, le joueur doit analyser la situation et choisir le système politique le plus approprié pour ramener la paix et la stabilité. En fonction de sa décision, il pourra influencer le cours des événements et obtenir des récompenses ou des sanctions en conséquence.

MC2 : Le joueur se voit confier la gestion d'une petite communauté isolée, confrontée à des défis majeurs. Pour assurer la survie de ses habitants, le joueur doit prendre des décisions politiques cruciales, telles que l'organisation du pouvoir, la répartition des ressources et la résolution des conflits internes. En fonction de ses choix, la communauté prospérera ou sombrera dans le chaos, mettant ainsi à l'épreuve ses compétences en matière de gouvernance.

MC3 : Le joueur est nommé conseiller politique d'un royaume en crise, où les intrigues et les complots sont monnaie courante. Pour aider le souverain à maintenir son autorité et à préserver la paix, le joueur doit naviguer habilement entre les différents systèmes politiques en place, en choisissant avec soin ses alliances et ses décisions. Chaque choix aura des répercussions sur l'équilibre du pouvoir et la stabilité du royaume, mettant ainsi à l'épreuve sa capacité à manœuvrer dans un environnement politique complexe."
Le joueur doit identifier et associer des mots dans différentes langues du monde (MD) en complétant des phrases avec les mots manquants dans la langue correspondante (MS).,"MC1 : Le joueur se retrouve dans un marché international où les commerçants parlent différentes langues. Pour pouvoir acheter les objets dont il a besoin, le joueur doit compléter les phrases en associant les mots manquants dans la langue adéquate. S'il réussit, il pourra faire ses achats et continuer son exploration du marché. En cas d'erreur, il risque de se retrouver avec des objets inutiles ou de payer plus cher que prévu.
MC2 : Le joueur se trouve devant une énigme ancienne écrite dans une langue étrangère. Pour déchiffrer le message et découvrir le trésor caché, il doit compléter les phrases en associant les mots manquants dans la langue correspondante. Chaque bonne réponse le rapproche un peu plus de la résolution de l'énigme, tandis qu'une erreur pourrait le conduire sur une fausse piste et l'empêcher de trouver le trésor.
MC3 : Le joueur est invité à participer à un concours de traduction où il doit compléter des phrases dans différentes langues du monde. En associant correctement les mots manquants, il pourra remporter des prix et des récompenses. Cependant, s'il se trompe, il risque de perdre des points et de voir ses chances de victoire s'amenuiser. C'est en faisant preuve de précision et de rapidité qu'il pourra triompher dans ce défi linguistique."
Le joueur doit identifier le courant artistique d'une œuvre présentée et associer cette information à un artiste célèbre pour pouvoir avancer dans le jeu.,"MC1 : Le joueur se retrouve face à une galerie d'art virtuelle, où chaque tableau est accompagné d'une description vague de son courant artistique. Pour progresser, le joueur doit associer correctement chaque œuvre à son artiste célèbre correspondant. S'il réussit, il débloque des indices précieux pour la suite du jeu. En revanche, s'il se trompe, il risque de se perdre dans les méandres de l'histoire de l'art.
MC2 : Une énigme artistique se dresse devant le joueur, sous la forme d'une sculpture énigmatique dont l'origine reste inconnue. Pour percer le mystère et avancer dans sa quête, le joueur doit identifier le courant artistique auquel appartient cette œuvre et en déduire l'artiste renommé qui en est l'auteur. En cas de réponse correcte, de nouvelles opportunités se présentent à lui. En revanche, en cas d'erreur, il risque de se retrouver bloqué, incapable de progresser tant qu'il n'aura pas résolu cette énigme.
MC3 : Le joueur se trouve face à un puzzle artistique complexe, composé de plusieurs œuvres d'art mélangées. Pour reconstituer l'image originale et avancer dans sa quête, le joueur doit reconnaître le courant artistique de chaque morceau et les relier à leur artiste respectif. Chaque association correcte lui permet de déverrouiller une partie du puzzle, le rapprochant un peu plus de son objectif final. Cependant, une erreur pourrait compromettre sa progression et le laisser dans l'impasse, incapable de résoudre le puzzle sans les bonnes connaissances artistiques."
Le joueur doit se souvenir des noms des grands explorateurs (MD) et résoudre des énigmes basées sur leurs découvertes pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve face à une série d'énigmes basées sur les découvertes des grands explorateurs. Chaque énigme met en lumière un aspect particulier de l'histoire de l'exploration, et le joueur doit associer le bon explorateur à sa découverte pour progresser. En cas de réponse correcte, il débloque de nouvelles zones à explorer et gagne des indices précieux pour la suite de son aventure. En revanche, en cas d'erreur, il risque de se perdre dans les méandres de l'histoire et de devoir recommencer depuis le début.

MC2 : Le joueur se trouve devant un coffre mystérieux, orné de symboles évoquant les grandes expéditions des explorateurs légendaires. Pour ouvrir ce coffre et accéder à son contenu précieux, le joueur doit résoudre une série d'énigmes basées sur les découvertes de ces explorateurs. Chaque énigme réussie le rapproche un peu plus de l'ouverture du coffre, tandis qu'une erreur le renvoie à la case départ, l'obligeant à revoir ses connaissances sur les grands explorateurs.

MC3 : Le joueur se retrouve sur une île mystérieuse, où chaque énigme résolue lui permet de progresser vers le cœur de l'île, où se trouve un trésor légendaire. Pour résoudre ces énigmes, le joueur doit se rappeler des exploits des grands explorateurs et utiliser leurs découvertes pour trouver les solutions. Chaque énigme résolue le rapproche un peu plus du trésor tant convoité, mais une erreur pourrait le conduire à des chemins dangereux et l'éloigner de son objectif."
Le joueur doit identifier le cycle de vie d'un animal donné (MD) en associant les différentes étapes de son développement à des images correspondantes (MS).,"MC1 : Le joueur se retrouve dans une forêt mystérieuse où il rencontre des créatures étranges. Chacune de ces créatures est représentée par une image montrant une étape de son développement. Pour avancer dans la forêt, le joueur doit associer correctement chaque image à l'étape correspondante du cycle de vie de l'animal donné. S'il réussit, il obtient des indices précieux pour la suite de son aventure. En cas d'erreur, il risque de se perdre dans la forêt et de rencontrer des dangers inattendus.
MC2 : Le joueur se trouve face à un puzzle complexe composé de différentes images représentant les étapes du cycle de vie de l'animal donné. Pour résoudre ce puzzle et progresser dans son exploration, le joueur doit reconstituer l'ordre chronologique des images en les associant correctement. Chaque étape correctement placée lui permet de débloquer une partie du puzzle, lui donnant ainsi accès à de nouvelles informations cruciales pour la suite de son périple. En cas d'erreur, le puzzle reste incomplet et le joueur doit recommencer jusqu'à ce qu'il parvienne à reconstituer l'intégralité du cycle de vie de l'animal.
MC3 : Le joueur se retrouve dans un laboratoire secret où des échantillons d'ADN d'un animal donné sont dispersés un peu partout. Pour progresser dans le laboratoire et découvrir les mystères qui s'y cachent, le joueur doit associer chaque échantillon d'ADN à l'étape correspondante du cycle de vie de l'animal. En réussissant cette tâche, le joueur débloque des informations cruciales sur l'animal et peut avancer dans sa quête. En revanche, s'il se trompe dans ses associations, il risque de déclencher des réactions en chaîne imprévisibles dans le laboratoire, mettant ainsi en péril sa progression."
Le joueur doit identifier les différentes sources d'énergies renouvelables (MD) et résoudre des énigmes basées sur ces sources pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve dans une forêt mystérieuse où il doit trouver des indices sur les différentes sources d'énergies renouvelables. En examinant attentivement son environnement, il découvre des énigmes liées à l'énergie solaire, éolienne et hydraulique. Pour progresser, il doit résoudre ces énigmes en associant chaque source d'énergie à ses caractéristiques spécifiques. Chaque bonne réponse le rapproche un peu plus de la sortie de la forêt, tandis que chaque erreur le fait reculer dans son exploration.

MC2 : Le joueur se retrouve face à un puzzle complexe composé de pièces représentant différentes sources d'énergies renouvelables. Pour reconstituer l'image complète et avancer dans le jeu, il doit associer correctement chaque source d'énergie à son nom et à ses avantages écologiques. Chaque erreur dans l'association des pièces le ralentit dans sa progression, tandis que chaque bonne combinaison le rapproche de la résolution du puzzle et de la suite de l'aventure.

MC3 : Le joueur se trouve dans un laboratoire abandonné où il doit activer une machine étrange en utilisant les bonnes sources d'énergies renouvelables. Sur l'écran de contrôle, des symboles représentant le soleil, le vent et l'eau clignotent, attendant d'être correctement associés aux leviers de la machine. En comprenant le fonctionnement de chaque source d'énergie, le joueur peut activer la machine et débloquer l'accès à une nouvelle zone du laboratoire. Cependant, une mauvaise combinaison pourrait déclencher un dysfonctionnement et mettre en péril sa progression dans le jeu."
Le joueur doit identifier les avancées technologiques récentes (MD) et les associer à leur domaine d'application correspondant dans un mini-jeu de correspondance (MS).,"MC1 : Le joueur est confronté à une série de images représentant des avancées technologiques récentes, telles que des drones, des voitures autonomes et des robots humanoïdes. Pour progresser, il doit les associer à leur domaine d'application correspondant, comme la livraison de colis pour les drones, le transport urbain pour les voitures autonomes et l'assistance aux personnes âgées pour les robots humanoïdes. Chaque association correcte lui permet de débloquer un nouveau niveau et de découvrir davantage sur ces technologies innovantes.

MC2 : Le joueur se retrouve face à un puzzle composé de mots-clés liés aux avancées technologiques récentes, tels que l'intelligence artificielle, la réalité virtuelle et l'impression 3D. Pour avancer, il doit les relier à leur domaine d'application correspondant, comme la santé, le divertissement et l'industrie. Chaque association réussie lui permet de déverrouiller une partie du puzzle et de progresser vers la résolution finale.

MC3 : Le joueur est plongé dans un jeu de mémoire où il doit mémoriser des images représentant des avancées technologiques récentes et les associer à leur domaine d'application correspondant. Par exemple, il doit relier une image de reconnaissance faciale à son utilisation dans la sécurité, ou une image de voiture électrique à son impact sur l'environnement. Chaque association correcte lui permet de gagner des points et de débloquer des récompenses spéciales pour l'aider dans sa quête de connaissance technologique."
Le joueur doit identifier différents moyens de communication (MD) en résolvant des énigmes qui mettent en avant l'utilisation de ces moyens dans des situations spécifiques (MS).,"MC1 : Le joueur se retrouve dans une pièce sombre, où des messages codés sont inscrits sur les murs. Pour avancer, il doit décrypter ces messages en utilisant ses connaissances sur les différents moyens de communication. Par exemple, il pourrait être confronté à un message en morse, qu'il devra traduire pour trouver la prochaine étape de son périple.
MC2 : Le joueur se trouve face à un puzzle complexe, composé de symboles et de signaux divers. Pour résoudre ce puzzle et progresser, il doit identifier les différents moyens de communication représentés par ces symboles. Par exemple, il pourrait devoir associer un symbole à un moyen de communication spécifique, comme un téléphone pour la communication vocale ou une enveloppe pour la communication écrite.
MC3 : Le joueur est confronté à une série de situations où il doit choisir le moyen de communication le plus adapté. Par exemple, il pourrait devoir décider s'il doit envoyer un email, passer un appel téléphonique ou utiliser une messagerie instantanée pour transmettre un message important à un personnage du jeu. En fonction de ses choix, il pourrait rencontrer des obstacles ou des facilités dans sa progression."
Le joueur doit comprendre les bases de la programmation (MD) en résolvant des défis de logique et de séquences de code pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve face à un énigme complexe, où des lignes de code sont mélangées et doivent être remises dans le bon ordre pour déverrouiller une porte secrète. En utilisant ses connaissances en programmation, le joueur doit reconstituer la séquence de code correcte pour progresser dans le jeu. Chaque erreur le rapproche davantage de l'échec, mais chaque succès le rapproche de la victoire.

MC2 : Le joueur est confronté à un robot défectueux qui ne fonctionne plus correctement. Pour réparer le robot et obtenir des informations cruciales pour avancer dans le jeu, le joueur doit résoudre des défis de logique et de programmation. En utilisant des commandes simples, le joueur doit trouver la séquence de code qui permettra au robot de retrouver son fonctionnement normal. Chaque erreur prolonge le temps nécessaire pour réparer le robot et avancer dans l'aventure.

MC3 : Le joueur se trouve dans un labyrinthe complexe où chaque passage est bloqué par des portes verrouillées. Pour ouvrir ces portes et progresser dans le labyrinthe, le joueur doit résoudre des énigmes de programmation. En utilisant des concepts de logique et de séquences de code, le joueur doit trouver la bonne combinaison pour déverrouiller les portes et continuer son exploration. Chaque erreur le ramène au point de départ, mais chaque succès le rapproche de la sortie du labyrinthe."
Le joueur doit identifier les personnages principaux d'un conte donné (MD) et résoudre des énigmes basées sur des éléments de l'histoire pour avancer dans le jeu (MS).,"MC1 : Le joueur se retrouve dans un monde fantastique où il doit identifier les personnages principaux d'un conte célèbre. Pour progresser dans son aventure, il doit résoudre des énigmes basées sur les actions et les caractéristiques de ces personnages. Chaque énigme résolue le rapproche un peu plus de la fin du conte et lui permet de débloquer de nouveaux défis passionnants.
MC2 : Le joueur se trouve face à un mystérieux coffre verrouillé, orné de symboles évoquant un conte légendaire. Pour ouvrir ce coffre et découvrir son précieux contenu, le joueur doit résoudre des énigmes basées sur les événements clés de l'histoire. En associant les indices trouvés dans le conte aux symboles du coffre, le joueur pourra progresser et obtenir des récompenses uniques.
MC3 : Une énigme complexe se dresse sur le chemin du joueur, l'empêchant de poursuivre son périple. Pour la résoudre, il doit se plonger dans un conte ancien et en extraire les éléments essentiels. En reliant les personnages principaux à des énigmes spécifiques, le joueur pourra débloquer des indices cruciaux et avancer dans l'histoire. Chaque énigme résolue le rapproche un peu plus de la résolution finale, lui offrant des récompenses inestimables."
Le joueur doit associer chaque événement sportif mondial à son pays hôte pour avancer dans le jeu.,"MC1 : Le joueur se retrouve devant un mur de drapeaux représentant différents pays. Chaque drapeau est associé à un événement sportif mondial, mais les pays hôtes sont mélangés. Pour progresser, le joueur doit faire correspondre chaque événement sportif à son pays hôte en se basant sur ses connaissances. S'il parvient à faire les bonnes associations, il pourra avancer dans le jeu et débloquer de nouvelles étapes. En revanche, s'il se trompe, il risque de rester bloqué et de devoir recommencer.

MC2 : Le joueur se trouve face à un quiz sur les événements sportifs mondiaux et leurs pays hôtes. Pour avancer dans le jeu, il doit répondre correctement à une série de questions qui lui sont posées. Chaque bonne réponse le rapproche un peu plus de la victoire, tandis que chaque erreur le fait reculer. Le joueur doit donc faire preuve de concentration et de connaissances pour réussir ce défi et continuer son aventure.

MC3 : Le joueur est confronté à un puzzle représentant une carte du monde avec les différents pays hôtes des événements sportifs mondiaux. Les pièces du puzzle sont mélangées et le joueur doit les remettre dans le bon ordre pour reconstituer la carte correctement. En associant chaque événement sportif à son pays hôte, le joueur pourra progresser dans le jeu et découvrir de nouveaux défis à relever. Une erreur dans l'assemblage du puzzle pourrait retarder sa progression et le mettre en difficulté."
Le joueur doit utiliser des techniques de dessin pour résoudre des énigmes et avancer dans le jeu.,"MC1 : Le joueur se retrouve face à un mur recouvert de symboles mystérieux. Pour progresser, il doit utiliser ses compétences en dessin pour déchiffrer les énigmes cachées derrière chaque symbole. En dessinant correctement les réponses, il débloquera des passages secrets et pourra avancer dans sa quête. En cas d'erreur, le mur se refermera sur lui, l'obligeant à recommencer jusqu'à ce qu'il trouve la bonne solution.

MC2 : Le joueur se trouve devant un coffre-fort verrouillé, orné de motifs complexes. Pour ouvrir le coffre et obtenir le trésor caché à l'intérieur, le joueur doit utiliser ses compétences en dessin pour reproduire les motifs sur une feuille de papier. Chaque motif correctement dessiné rapproche le joueur un peu plus de l'ouverture du coffre. En revanche, une erreur dans le dessin pourrait déclencher un mécanisme de défense et bloquer l'accès au trésor.

MC3 : Le joueur découvre un ancien parchemin couvert de symboles et de dessins énigmatiques. Pour comprendre le message caché dans le parchemin et obtenir des indices cruciaux pour sa quête, le joueur doit utiliser ses compétences en dessin pour reconstituer les images manquantes. Chaque dessin correctement réalisé révèle une partie du message, le guidant vers la prochaine étape de son aventure. En cas d'erreur, le parchemin reste muet et le joueur reste dans l'impasse jusqu'à ce qu'il trouve la bonne réponse."
Le joueur doit appliquer les principes de l'économie (MD) pour résoudre un problème financier dans le jeu et prendre la décision la plus rentable pour son entreprise (MS).,"MC1 : Le joueur se retrouve face à une situation financière délicate dans le jeu, où il doit choisir entre investir dans un nouveau projet risqué ou rester sur des activités plus sûres. En utilisant ses connaissances en économie, il doit calculer les coûts et les bénéfices potentiels de chaque option pour prendre la décision la plus rentable pour son entreprise. S'il fait le bon choix, il pourra voir son entreprise prospérer. En revanche, s'il se trompe, il risque de mettre en péril la santé financière de son entreprise.

MC2 : Le joueur est confronté à un dilemme financier dans le jeu, où il doit décider s'il faut augmenter les prix de ses produits pour augmenter ses profits ou les baisser pour attirer plus de clients. En appliquant les principes de l'économie, il doit analyser les différentes variables en jeu et prendre la décision la plus avantageuse pour son entreprise. S'il parvient à trouver le juste équilibre, il pourra voir son entreprise prospérer. En cas d'erreur, il risque de perdre des clients ou de voir ses profits diminuer.

MC3 : Le joueur doit gérer un budget limité dans le jeu pour faire face à une situation imprévue, comme une baisse soudaine des ventes ou des coûts de production plus élevés que prévu. En utilisant ses connaissances en économie, il doit trouver des solutions créatives pour optimiser ses ressources et maintenir la rentabilité de son entreprise. S'il parvient à surmonter ce défi financier, il pourra renforcer la solidité financière de son entreprise. En revanche, s'il ne parvient pas à trouver des solutions efficaces, il risque de mettre en péril la survie de son entreprise."
Le joueur doit identifier les symboles nationaux de différents pays (MD) en associant chaque symbole à son pays d'origine dans un jeu de correspondance (MS).,"MC1 : Le joueur se retrouve devant un mur de symboles nationaux mélangés. Pour avancer, il doit associer chaque symbole à son pays d'origine en un temps limité. Chaque bonne réponse lui permet de progresser dans sa quête, mais une erreur le ramène au point de départ, l'obligeant à recommencer jusqu'à ce qu'il ait correctement identifié tous les symboles.
MC2 : Le joueur se trouve face à un puzzle géant représentant différents symboles nationaux. Pour résoudre ce puzzle et débloquer le passage, il doit associer chaque symbole à son pays d'origine. Chaque pièce bien placée le rapproche de la victoire, mais une erreur le fait reculer, l'obligeant à revoir ses associations jusqu'à ce que le puzzle soit complet.
MC3 : Le joueur est confronté à une série de portes verrouillées, chacune arborant un symbole national différent. Pour ouvrir ces portes et avancer dans son aventure, il doit identifier correctement chaque symbole et le relier à son pays d'origine. Chaque porte franchie le rapproche de son objectif final, mais une mauvaise association le renvoie à la porte précédente, l'obligeant à recommencer jusqu'à ce qu'il ait correctement identifié tous les symboles."
